,Station,numPurchases,Acquisition Value,State,stateCity,Recorded Deaths
2944,MANILA POLICE DEPARTMENT,4.0,357.42,AR,AR: Manila,1.0
2945,MANISTEE CITY POLICE DEPARTMENT,1.0,562.65,MI,,0.0
2946,MANISTEE COUNTY SHERIFF DEPARTMENT,11.0,5110.0,MI,,0.0
2947,MANITO POLICE DEPARTMENT,1.0,499.0,IL,,0.0
2948,MANITOU SPRING POLICE DEPARTMENT,14.0,4333.0,CO,,0.0
2949,MANKATO DEPARTMENT OF PUBLIC SAFETY,62.0,15020.0,MN,MN: Mankato,1.0
2950,MANNING POLICE DEPARTMENT,30.0,187334.0,SC,,0.0
2951,MANOR TOWNSHIP POLICE DEPARTMENT,4.0,480.0,PA,,0.0
2952,MANSFIELD POLICE DEPARTMENT,24.0,745679.0,TX,OH: Mansfield,5.0
2953,MANSFIELD TWP POLICE DEPARTMENT,2.0,94046.0,NJ,,0.0
2954,MANTECA POLICE DEPARTMENT,14.0,105878.12999999999,CA,CA: Ripon,1.0
2955,MANTENO POLICE DEPARTMENT,13.0,2877.0,IL,,0.0
2956,MANTEO POLICE DEPARTMENT,1.0,77522.0,NC,,0.0
2957,MANTOLOKING POLICE DEPARTMENT,6.0,8675.8,NJ,,0.0
2958,MANTUA TOWNSHIP POLICE DEPARTMENT,6.0,50730.22,NJ,,0.0
2959,MAPLE GROVE POLICE DEPARTMENT,2.0,65208.0,MN,,0.0
2960,MAPLE HEIGHTS POLICE DEPARTMENT,8.0,3992.0,OH,,0.0
2961,MAPLE PARK POLICE DEPARTMENT,7.0,930.5500000000002,IL,,0.0
2962,MAPLE SHADE POLICE DEPARTMENT,6.0,828.0,NJ,,0.0
2963,MAPLESVILLE POLICE DEPARTMENT,1.0,138.0,AL,,0.0
2964,MAPLETON POLICE DEPARTMENT,2.0,998.0,MN,,0.0
2965,MAPLEWOOD POLICE DEPARTMENT,4.0,552.0,NJ,,0.0
2966,MAR-MAC LAW ENFORCMENT DISTRICT,3.0,360.0,IA,,0.0
2967,MARANA POLICE DEPARTMENT,23.0,75844.38,AZ,AZ: Marana,3.0
2968,MARBLE FALLS POLICE DEPARTMENT,1.0,733000.0,TX,,0.0
2969,MARBLE HILL POLICE DEPARTMENT,8.0,2230.84,MO,,0.0
2970,MARBLEHEAD POLICE DEPARTMENT,7.0,3493.0,MA,,0.0
2971,MARCELINE POLICE DEPARTMENT,7.0,490.26,MO,,0.0
2972,MARCO ISLAND POLICE DEPARTMENT,6.0,2633.0,FL,,0.0
2973,MARENGO COUNTY SHERIFF DEPARTMENT,14.0,4598.42,AL,,0.0
2974,MARENGO POLICE DEPARTMENT,19.0,5792.26,IL,,0.0
2975,MARGARET POLICE DEPARTMENT,15.0,44140.61,AL,,0.0
2976,MARIANNA POLICE DEPARTMENT,5.0,3745.0,FL,,0.0
2977,MARIES COUNTY SHERIFF DEPARTMENT,8.0,43184.98,MO,,0.0
2978,MARIETTA POLICE DEPARTMENT,34.0,672845.44,OH,,0.0
2979,MARIN COUNTY SHERRIFF OFFICE,5.0,17623.339999999997,CA,,0.0
2980,MARINE CITY POLICE DEPARTMENT,3.0,575.0,MI,MI: Marine City,1.0
2981,MARINE POLICE DEPARTMENT,5.0,104467.70999999999,IL,,0.0
2982,MARINETTE COUNTY SHERIFF DEPARTMENT,2.0,998.0,WI,WI: Town of Pound,2.0
2983,MARION COUNTY SHERIFF DEPARTMENT,177.0,3698705.9999999995,TN,TN: Jasper,8.0
2984,MARION POLICE DEPARTMENT,136.0,924607.1900000001,OH,IN: Marion,2.0
2985,MARION TWP POLICE DEPARTMENT,1.0,499.0,OH,,0.0
2986,MARIPOSA COUNTY SHERIFF DEPARTMENT,2.0,1038000.0,CA,,0.0
2987,MARKED TREE POLICE DEPARTMENT,3.0,1497.0,AR,,0.0
2988,MARLBORO COUNTY SHERIFF DEPARTMENT,5.0,600.0,SC,,0.0
2989,MARLBORO TOWNSHIP POLICE DEPARTMENT,35.0,1160805.3199999998,NJ,,0.0
2990,MARLBORO TWP POLICE DEPARTMENT,15.0,45633.55,OH,,0.0
2991,MARLOW POLICE DEPARTMENT,3.0,1940.92,OK,,0.0
2992,MAROA POLICE DEPARTMENT,2.0,276.0,IL,,0.0
2993,MARQUETTE COUNTY SHERIFF DEPARTMENT,83.0,255227.6499999999,WI,MI: Ishpeming,1.0
2994,MARS HILL POLICE DEPARTMENT,6.0,2994.0,NC,,0.0
2995,MARSEILLES POLICE DEPARTMENT,26.0,98212.39,IL,,0.0
2996,MARSHALL COUNTY SHERIFF,6.0,2272.0,MN,,0.0
2997,MARSHALL COUNTY SHERIFF DEPARTMENT,126.0,2030089.47,WV,TN: Lewisburg,1.0
2998,MARSHALL POLICE DEPARTMENT,50.0,1529801.07,TX,,0.0
2999,MARSHALLTOWN POLICE DEPARTMENT,4.0,775059.0,IA,IA: Marshalltown,1.0
3000,MARSHALLVILLE POLICE DEPARTMENT,10.0,2250.42,OH,,0.0
3001,MARSHFIELD POLICE DEPARTMENT,38.0,1036350.2699999998,WI,,0.0
3002,MARSTON POLICE DEPARTMENT,1.0,4105.0,MO,,0.0
3003,MARTIN COUNTY SHERIFF  DEPARTMENT,3.0,41337.0,TX,,0.0
3004,MARTIN COUNTY SHERIFF DEPARTMENT,271.0,4100711.62,NC,FL: Hobe Sound,2.0
3005,MARTIN POLICE DEPARTMENT,10.0,104186.0,TN,,0.0
3006,MARTINDALE POLICE DEPARTMENT,1.0,120.0,TX,,0.0
3007,MARTINEZ POLICE DEPARTMENT,64.0,207515.94999999998,CA,,0.0
3008,MARTINS FERRY POLICE DEPARTMENT,4.0,1996.0,OH,,0.0
3009,MARTINSVILLE POLICE DEPARTMENT,10.0,4268.0,VA,,0.0
3010,MARYSVILLE DIVISION OF POLICE,5.0,1358.0,OH,,0.0
3011,MARYSVILLE POLICE DEPARTMENT,11.0,67060.51999999999,WA,WA: Marysville,1.0
3012,MARYVILLE POLICE DEPARTMENT,11.0,51838.0,TN,,0.0
3013,MASCOUTAH POLICE DEPARTMENT,12.0,5988.0,IL,,0.0
3014,MASON CITY POLICE DEPARTMENT,22.0,804440.0,IA,,0.0
3015,MASON COUNTY SHERIFF DEPARTMENT,48.0,1302316.7800000003,WA,WA: Shelton,2.0
3016,MASON POLICE DEPARTMENT,6.0,1920.0,TN,,0.0
3017,MASSAC COUNTY  SHERIFF DEPARTMENT,10.0,172171.53999999998,IL,,0.0
3018,MASSENA POLICE DEPARTMENT,1.0,50458.0,NY,,0.0
3019,MASSILLON POLICE DEPARTMENT,162.0,383909.34000000055,OH,,0.0
3020,MATAMORAS POLICE DEPARTMENT,1.0,138.0,OH,,0.0
3021,MATAWAN POLICE DEPARTMENT,8.0,92820.02,NJ,,0.0
3022,MATHEWS COUNTY SHERIFF DEPARTMENT,13.0,7388.0,VA,,0.0
3023,MATTOON POLICE DEPARTMENT,8.0,3992.0,IL,,0.0
3024,MAUD POLICE DEPARTMENT,4.0,480.0,OK,,0.0
3025,MAULDIN POLICE DEPARTMENT,10.0,79564.0,SC,,0.0
3026,MAUMELLE POLICE DEPARTMENT,1.0,41061.0,AR,,0.0
3027,MAURY COUNTY SHERIFF DEPARTMENT,15.0,47391.0,TN,,0.0
3028,MAUSTON POLICE DEPARTMENT,11.0,3453.0,WI,,0.0
3029,MAVERICK COUNTY SHERIFF DEPARTMENT,13.0,65334.0,TX,,0.0
3030,MAYFIELD HEIGHTS POLICE DEPARTMENT,9.0,5088.51,OH,,0.0
3031,MAYFIELD POLICE DEPARTMENT,30.0,2987.1000000000004,KY,,0.0
3032,MAYNARD POLICE DEPARTMENT,10.0,4990.0,MA,,0.0
3033,MAYNARDVILLE POLICE DEPARTMENT,4.0,1280.0,TN,,0.0
3034,MAYODAN POLICE DEPARTMENT,1.0,825.58,NC,,0.0
3035,MAYSVILLE POLICE DEPARTMENT,11.0,199326.97999999998,OK,,0.0
3036,MAYVILLE POLICE DEPARTMENT,8.0,89816.84000000001,MI,,0.0
3037,MAYWOOD POLICE DEPARTMENT,10.0,3185.0,IL,IL: Maywood,1.0
3038,MBTA TRANSIT POLICE,4.0,1996.0,MA,,0.0
3039,MCALESTER POLICE DEPARTMENT.,1.0,41061.0,OK,,0.0
3040,MCARTHUR POLICE DEPARTMENT,8.0,750.8399999999999,OH,,0.0
3041,MCCALL POLICE DEPARTMENT,1.0,138.0,ID,,0.0
3042,MCCOLL POLICE DEPARTMENT,17.0,79906.23,SC,,0.0
3043,MCCOMB POLICE DEPARTMENT,14.0,4820.0,OH,,0.0
3044,MCCONE COUNTY SHERIFF DEPARTMENT,21.0,189054.48999999996,MT,,0.0
3045,MCCORMICK POLICE DEPARTMENT,15.0,81176.44,SC,,0.0
3046,MCCREARY COUNTY SHERIFF DEPARTMENT,9.0,4491.0,KY,,0.0
3047,MCCRORY POLICE DEPARTMENT,12.0,803.1,AR,,0.0
3048,MCCULLOCH COUNTY SHERIFF DEPARTMENT,2.0,658508.76,TX,,0.0
3049,MCCULLOM LAKE POLICE DEPARTMENT,4.0,66483.0,IL,,0.0
3050,MCCURTAIN POLICE DEPARTMENT,6.0,597.4200000000001,OK,,0.0
3051,MCDONALD COUNTY SHERIFF DEPARTMENT,86.0,1113589.1999999995,MO,,0.0
3052,MCDOWELL COUNTY SHERIFF DEPARTMENT,82.0,1660157.9100000006,WV,,0.0
3053,MCDUFFIE COUNTY SHERIFF DEPARTMENT,1.0,2350.0,GA,,0.0
3054,MCHENRY COUNTY SHERIFF DEPARTMENT,94.0,1934217.6399999997,ND,,0.0
3055,MCHENRY POLICE DEPARTMENT,40.0,19960.0,IL,,0.0
3056,MCINTOSH COUNTY SHERIFF DEPARTMENT,16.0,2064.0,ND,,0.0
3057,MCINTOSH POLICE DEPARTMENT,5.0,73661.0,AL,,0.0
3058,MCINTYRE POLICE DEPARTMENT,2.0,998.0,GA,,0.0
3059,MCKENZIE POLICE DEPARTMENT,32.0,62014.0,TN,,0.0
3060,MCLEAN COUNTY SHERIFF DEPARTMENT,20.0,704253.0,ND,,0.0
3061,MCLEANSBORO POLICE DEPARTMENT,13.0,1486.4,IL,,0.0
3062,MCLENNAN COUNTY SHERIFF DEPARTMENT,98.0,1552841.16,TX,TX: Waco,1.0
3063,MCLEOD COUNTY SHERIFF DEPARTMENT,23.0,74604.0,MN,,0.0
3064,MCLOUD POLICE DEPARTMENT,12.0,83410.71,OK,,0.0
3065,MCMECHEN POLICE DEPARTMENT,1.0,138.0,WV,,0.0
3066,MCMINN COUNTY SHERIFF DEPARTMENT,133.0,685387.4099999985,TN,,0.0
3067,MCMINNVILLE POLICE DEPARTMENT,10.0,1380.0,TN,OR: McMinnville,2.0
3068,MCPHERSON COUNTY SHERIFF DEPARTMENT,9.0,1549.0,NE,KS: McPherson,2.0
3069,MD DEPARTMENT OF GENERAL SERVICES POLICE,109.0,36795.0,MD,,0.0
3070,MD NATURAL RESOURCES POLICE DNR LEA,69.0,374634.71000000014,MD,,0.0
3071,MD STATE POLICE,358.0,1027663.53,MD,,0.0
3072,MD TRANSIT ADMIN POLICE DEPARTMENT,23.0,8158.0,MD,,0.0
3073,ME CORRECTIONAL CENTER,5.0,84991.05,ME,,0.0
3074,ME DEPARTMENT OF INLAND FISHERIES DNR LEA,23.0,122902.0,ME,,0.0
3075,ME DIVISION OF FOREST PROTECTION,53.0,1461580.7399999998,ME,,0.0
3076,ME STATE POLICE,4.0,17200.0,ME,,0.0
3077,MEADE COUNTY SHERIFF DEPARTMENT,1.0,41061.0,KY,,0.0
3078,MEADOWS PLACE POLICE DEPARTMENT,21.0,156669.97,TX,,0.0
3079,MEAGHER COUNTY SHERIFF DEPARTMENT,41.0,199689.6,MT,,0.0
3080,MECHANICSBURG POLICE DEPARTMENT,2.0,998.0,OH,,0.0
3081,MECKLENBURG COUNTY SHERIFF DEPARTMENT,4.0,658045.55,VA,VA: South Hill,2.0
3082,MEDFORD LAKES POLICE DEPARTMENT,2.0,152527.0,NJ,,0.0
3083,MEDFORD POLICE DEPARTMENT,42.0,21617.69,OK,OR: Medford,4.0
3084,MEDICAL UNIV OF SC DPS HI_ED,1.0,104626.0,SC,,0.0
3085,MEDICINE PARK POLICE DEPARTMENT,7.0,42143.0,OK,,0.0
3086,MEDINA COUNTY SHERIFF DEPARTMENT,33.0,16104.809999999998,OH,,0.0
3087,MEDINA POLICE DEPARTMENT,23.0,8522.810000000001,TN,,0.0
3088,MEDWAY DRUG ENFORCEMENT AGENCY,14.0,8532.119999999999,OH,,0.0
3089,MEDWAY POLICE DEPARTMENT,6.0,828.0,MA,,0.0
3090,MEEKER COUNTY SHERIFF DEPARTMENT,7.0,2410.0,MN,,0.0
3091,MEIGS COUNTY SHERIFF DEPARTMENT,146.0,1194004.7799999993,TN,,0.0
3092,MEIGS POLICE DEPARTMENT,1.0,138.0,GA,,0.0
3093,MELBOURNE INTL AIRPORT LEA,4.0,1238.0,FL,,0.0
3094,MELBOURNE POLICE DEPARTMENT,3.0,65707.0,IA,FL: Melbourne,1.0
3095,MELBOURNE VILLAGE,2.0,240.0,FL,,0.0
3096,MELLETTE COUNTY SHERIFF DEPARTMENT,1.0,499.0,SD,,0.0
3097,MELROSE PARK POLICE DEPARTMENT,5.0,3745.0,IL,IL: Maywood,1.0
3098,MELROSE POLICE DEPARTMENT,1.0,335.0,MA,,0.0
3099,MELVINDALE POLICE DEPARTMENT,4.0,1996.0,MI,,0.0
3100,MEMPHIS AIRPORT POLICE,12.0,5988.0,TN,,0.0
3101,MEMPHIS POLICE DEPARTMENT,11.0,661182.1000000001,TX,TN: Memphis,22.0
3102,MENA POLICE DEPARTMENT,17.0,4182.0,AR,AR: Mena,1.0
3103,MENAHGA POLICE DEPARTMENT,2.0,998.0,MN,,0.0
3104,MENARD COUNTY SHERIFF DEPARTMENT,15.0,156423.87999999995,TX,,0.0
3105,MENDOTA POLICE DEPARTMENT,3.0,30967.0,IL,,0.0
3106,MENIFEE COUNTY SHERIFF DEPARTMENT,8.0,1104.0,KY,,0.0
3107,MENIFEE POLICE DEPARTMENT,1.0,499.0,AR,CA: Menifee,1.0
3108,MENNO POLICE DEPARTMENT,1.0,138.0,SD,,0.0
3109,MENOMINEE COUNTY SHEFIFFS DEPARTMENT,11.0,8564.619999999999,MI,,0.0
3110,MENOMINEE POLICE DEPARTMENT,5.0,3412.0,MI,,0.0
3111,MENTONE POLICE DEPARTMENT,5.0,495.41999999999996,IN,,0.0
3112,MENTOR LAKE POLICE DEPARTMENT,7.0,2049.0,OH,,0.0
3113,MENTOR POLICE DEPARTMENT,36.0,24884.0,OH,,0.0
3114,MERCED COUNTY DA OFFICE LEA,7.0,4330.68,CA,,0.0
3115,MERCED COUNTY SHERIFF DEPARTMENT,75.0,2075896.71,CA,CA: Turlock,4.0
3116,MERCED POLICE DEPARTMENT,16.0,7984.0,CA,CA: Merced,1.0
3117,MERCER COUNTY SHERIFF DEPARTMENT,14.0,52108.0,ND,WV: Bluefield,2.0
3118,MEREDITH POLICE DEPARTMENT,4.0,1996.0,NH,,0.0
3119,MEREDOSIA POLICE DEPARTMENT,3.0,5016.62,IL,,0.0
3120,MERIDEN POLICE DEPARTMENT,35.0,169683.0,CT,CT: Meriden,1.0
3121,MERIDIAN POLICE DEPARTMENT,26.0,10808.0,MS,MS: Enterprise,4.0
3122,MERIWETHER COUNTY SHERIFF DEPARTMENT,6.0,41593.22,GA,,0.0
3123,MERKEL POLICE DEPARTMENT,7.0,85389.0,TX,,0.0
3124,MERRIAM POLICE DEPARTMENT,16.0,4194.0,KS,,0.0
3125,MERRIAM WOODS POLICE DEPARTMENT,1.0,41061.0,MO,,0.0
3126,MERRILLVILLE POLICE DEPARTMENT,35.0,488320.20999999996,IN,IN: Merrillville,1.0
3127,MERRIMACK COUNTY SHERIFF DEPARTMENT,37.0,330402.5,NH,,0.0
3128,MERRIMACK POLICE DEPARTMENT,6.0,2994.0,NH,NH: Merrimack,1.0
3129,MESA POLICE DEPARTMENT,418.0,1140849.31,AZ,AZ: Apache Junction,24.0
3130,MESQUITE POLICE DEPARTMENT,7.0,754760.0,TX,,0.0
3131,METAMORA TOWNSHIP POLICE DEPARTMENT,4.0,516.0,MI,,0.0
3132,METCALFE COUNTY SHERIFF DEPARTMENT,18.0,46295.0,KY,,0.0
3133,METHUEN POLICE DEPARTMENT,37.0,53142.17,MA,,0.0
3134,METRO MOORE COUNTY SHERIFF DEPARTMENT,28.0,315740.53,TN,,0.0
3135,METRO POLICE AUTH OF GENESEE COUNTY,5.0,2495.0,MI,,0.0
3136,METRO TOPEKA AIRPORT POLICE (LEA),4.0,1996.0,KS,,0.0
3137,METROHEALTH SYSTEM POLICE,5.0,540.0,OH,,0.0
3138,METROPARKS OF BUTLER COUNTY RNGR DEPARTMENT,8.0,51358.1,OH,,0.0
3139,METROPOLIS POLICE DEPARTMENT,65.0,1052016.74,IL,IL: Metropolis,1.0
3140,METROPOLITAN NASHVILLE POLICE DEPARTMENT,60.0,490416.5200000002,TN,TN: Nashville,11.0
3141,MEXIA POLICE DEPARTMENT,41.0,436298.9100000003,TX,,0.0
3142,MEXICO DEPARTMENT OF PUBLIC SAFETY,15.0,46992.05,MO,,0.0
3143,MEXICO POLICE DEPARTMENT,1.0,49897.0,ME,,0.0
3144,MI DEPARTMENT OF NATURAL RESOURCES,15.0,41103.27,MI,,0.0
3145,MI STATE POLICE  EMERGENCY SUPPORT,60.0,601656.3200000001,MI,,0.0
3146,MI STATE UNIVERSITY POLICE HI_ED,10.0,17325.44,MI,,0.0
3147,MIAMI BEACH POLICE DEPARTMENT,5.0,1474365.8599999999,FL,FL: Miami Beach,3.0
3148,MIAMI COUNTY  SHERIFF  OFFICE,10.0,4990.0,OH,,0.0
3149,MIAMI GARDENS POLICE DEPARTMENT,102.0,717900.0,FL,FL: Miami Gardens,3.0
3150,MIAMI SHORES POLICE DEPARTMENT,7.0,249373.27999999997,FL,,0.0
3151,MIAMI TOWNSHIP POLICE DEPARTMENT DAYTON,8.0,3992.0,OH,,0.0
3152,MICHIGAN CITY POLICE DEPARTMENT,3.0,833916.0,IN,,0.0
3153,MICHIGAN STATE POLICE,109.0,3084200.0799999996,MI,MI: Flint,5.0
3154,MID-AMERICA CHRISTIAN UNIV HI_ED,11.0,1789.5500000000002,OK,,0.0
3155,MID-MO MULTI JURISDICTIONAL DTF LEA,16.0,19904.519999999993,MO,,0.0
3156,MIDDLE TOWNSHIP POLICE DEPARTMENT,10.0,517322.46,NJ,,0.0
3157,MIDDLEBORO POLICE DEPARTMENT,5.0,2495.0,MA,,0.0
3158,MIDDLEBURG HEIGHTS POLICE DEPARTMENT,10.0,3907.0,OH,,0.0
3159,MIDDLEBURY POLICE DEPARTMENT,23.0,58664.0,VT,,0.0
3160,MIDDLEFIELD POLICE DEPARTMENT,4.0,91233.0,OH,OH: Middlefield,1.0
3161,MIDDLESEX COUNTY SHERIFF DEPARTMENT,6.0,2633.0,VA,,0.0
3162,MIDDLETON POLICE DEPARTMENT,14.0,117679.51000000002,TN,,0.0
3163,MIDDLETOWN CITY POLICE DEPARTMENTMENT,2.0,91519.0,NY,,0.0
3164,MIDDLETOWN POLICE DEPARTMENT,94.0,782533.97,VA,NY: Middletown,2.0
3165,MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,122.0,1684282.7199999997,NJ,,0.0
3166,MIDFIELD POLICE DEPARTMENT,16.0,331403.0,AL,,0.0
3167,MIDLAND COUNTY SHERIFF DEPARTMENT,1.0,733000.0,TX,TX: Midland,3.0
3168,MIDLOTHIAN POLICE DEPARTMENT,8.0,432620.0,TX,TX: Midlothian,2.0
3169,MIDVALE POLICE DEPARTMENT,27.0,67415.55000000002,OH,,0.0
3170,MIDVILLE POLICE DEPARTMENT,2.0,998.0,GA,,0.0
3171,MIDWAY POLICE DEPARTMENT,6.0,4494.0,FL,,0.0
3172,MIKE DURFEE STATE PRISON,12.0,5988.0,SD,,0.0
3173,MILACA POLICE DEPARTMENT,10.0,4337.87,MN,,0.0
3174,MILAM COUNTY SHERIFF DEPARTMENT,29.0,166223.87000000005,TX,,0.0
3175,MILAN POLICE DEPARTMENT,15.0,268135.54,TN,,0.0
3176,MILFORD POLICE DEPARTMENT,44.0,606057.9700000001,TX,DE: Milford,1.0
3177,MILL CREEK METROPARKS POLICE,4.0,48480.0,OH,,0.0
3178,MILL CREEK POLICE DEPARTMENT,1.0,335.0,WA,,0.0
3179,MILLARD COUNTY SHERIFF,20.0,57573.0,UT,,0.0
3180,MILLBROOK POLICE DEPARTMENT,50.0,292479.24,AL,AL: Millbrook,1.0
3181,MILLBURN POLICE DEPARTMENT,2.0,41623.65,NJ,,0.0
3182,MILLCREEK TWP POLICE DEPARTMENT 2,15.0,38383.96,PA,,0.0
3183,MILLE LACS COUNTY SHERIFF DEPARTMENT,4.0,1587.5,MN,MN: Onamia,1.0
3184,MILLEDGEVILLE POLICE DEPARTMENT,50.0,11717.660000000002,IL,,0.0
3185,MILLER COUNTY SHERIFF DEPARTMENT,52.0,406007.37000000005,MO,,0.0
3186,MILLER POLICE DEPARTMENT,2.0,998.0,MO,,0.0
3187,MILLERSPORT POLICE DEPARTMENT,3.0,360.0,OH,,0.0
3188,MILLERSVILLE POLICE DEPARTMENT,39.0,234664.56,TN,,0.0
3189,MILLIKEN POLICE DEPARTMENT,12.0,1100.97,CO,,0.0
3190,MILLIS POLICE DEPARTMENT,3.0,1497.0,MA,,0.0
3191,MILLRY POLICE DEPARTMENT,7.0,2121.69,AL,,0.0
3192,MILLSTADT POLICE DEPARTMENT,33.0,98653.25000000003,IL,,0.0
3193,MILLTOWN POLICE DEPARTMENT,57.0,400965.12999999995,NJ,,0.0
3194,MILLVILLE POLICE DEPARTMENT,34.0,21244.0,NJ,NJ: Millville,1.0
3195,MILPITAS POLICE DEPARTMENT,15.0,7485.0,CA,,0.0
3196,MILTON POLICE DEPARTMENT,134.0,112921.82999999993,WA,FL: Milton,1.0
3197,MILTON TWP POLICE DISTRICT,7.0,2771.0,OH,,0.0
3198,MILWAUKEE COUNTY SHERIFF DEPARTMENT,9.0,1242.0,WI,WI: Milwaukee,1.0
3199,MILWAUKEE POLICE DEPARTMENT,152.0,118162.05000000002,WI,WI: Milwaukee,15.0
3200,MINERAL COUNTY SHERIFF,2.0,44547.0,CO,,0.0
3201,MINERAL COUNTY SHERIFF DEPARTMENT,10.0,107711.61,WV,MT: Superior,1.0
3202,MINERAL SPRINGS POLICE DEPARTMENT,6.0,1673.13,AR,,0.0
3203,MINERSVILLE POLICE DEPARTMENT,3.0,362.38,PA,,0.0
3204,MINIDOKA COUNTY SHERIFF DEPARTMENT,4.0,677206.0,ID,,0.0
3205,MINIER POLICE DEPARTMENT,3.0,414.0,IL,,0.0
3206,MINNEAPOLIS POLICE DEPARTMENT,6.0,720.0,KS,MN: Minneapolis,8.0
3207,MINNEHAHA COUNTY SHERIFF DEPARTMENT,10.0,24904.48,SD,,0.0
3208,MINNEOTA POLICE DEPARTMENT,8.0,989.2600000000002,MN,,0.0
3209,MINNESOTA LAKE POLICE DEPARTMENT,1.0,499.0,MN,,0.0
3210,MINNETONKA POLICE DEPARTMENT,24.0,426610.0,MN,MN: Minnetonka,1.0
3211,MINOOKA POLICE DEPARTMENT,17.0,10386.75,IL,,0.0
3212,MINOT POLICE DEPARTMENT,6.0,2994.0,ND,,0.0
3213,MINT HILL POLICE DEPARTMENT,8.0,2097.0,NC,,0.0
3214,MISHAWAKA POLICE DEPARTMENT,89.0,785786.3999999998,IN,,0.0
3215,MISSION POLICE DEPARTMENT,3.0,734930.61,TX,TX: Mission,3.0
3216,MISSISSIPPI COUNTY SHERIFF DEPARTMENT,11.0,747656.1699999999,AR,,0.0
3217,MISSOULA COUNTY SHERIFF DEPARTMENT,2.0,30600.0,MT,MT: Missoula,1.0
3218,MISSOULA POLICE DEPARTMENT,19.0,8950.0,MT,MT: Missoula,2.0
3219,MISSOURI CAPITOL POLICE  LEA,6.0,2994.0,MO,,0.0
3220,MISSOURI VALLEY POLICE DEPARTMENT,22.0,12265.53,IA,,0.0
3221,MITCHELL COUNTY SHERIFF DEPARTMENT,24.0,9973.26,GA,,0.0
3222,MITCHELL DEPARTMENT OF PUBLIC SAFETY,1.0,733000.0,SD,,0.0
3223,MITCHELLVILLE POLICE DEPARTMENT,3.0,41435.74,IA,IA: Mitchellville,1.0
3224,MN DEPARTMENT OF PUBLIC SAFETY,219.0,287488.61999999994,MN,,0.0
3225,MN DNR ENFORCEMENT DIV LEA,76.0,769079.86,MN,,0.0
3226,MN METRO TRANSIT POLICE DEPARTMENT,14.0,1932.0,MN,,0.0
3227,MN STATE PATROL,206.0,110817.31999999998,MN,,0.0
3228,MOBERLY POLICE DEPARTMENT,29.0,11581.800000000001,MO,,0.0
3229,MOBILE POLICE DEPARTMENT,30.0,132555.0,AL,AL: Mobile,5.0
3230,MOCKSVILLE POLICE DEPARTMENT,1.0,499.0,NC,,0.0
3231,MODESTO POLICE DEPARTMENT,51.0,93821.0,CA,CA: Modesto,8.0
3232,MOFFAT COUNTY SHERIFF DEPARTMENT,6.0,2272.0,CO,CO: Craig,1.0
3233,MOGADORE POLICE DEPARTMENT,8.0,1718.0,OH,,0.0
3234,MOHAVE CO PARKS LAW ENF,6.0,2994.0,AZ,,0.0
3235,MOHAVE COUNTY SHERIFF DEPARTMENT,25.0,63801.16,AZ,AZ: Kingman,5.0
3236,MOHAWK POLICE DEPARTMENT,13.0,91989.0,NY,,0.0
3237,MOMENCE POLICE DEPARTMENT,7.0,43694.0,IL,,0.0
3238,MONAHANS POLICE DEPARTMENT,2.0,82122.0,TX,,0.0
3239,MONDOVI POLICE DEPARTMENT,23.0,59760.15999999999,WI,,0.0
3240,MONEE POLICE DEPARTMENT,4.0,1274.0,IL,,0.0
3241,MONETT POLICE DEPARTMENT,33.0,702195.0,MO,MO: Monett,1.0
3242,MONITEAU COUNTY SHERIFF DEPARTMENT,17.0,14058.64,MO,,0.0
3243,MONMOUTH BEACH POLICE DEPARTMENT,2.0,100355.0,NJ,,0.0
3244,MONMOUTH COUNTY SHERIFF DEPARTMENT,9.0,179028.58000000002,NJ,,0.0
3245,MONMOUTH POLICE DEPARTMENT,1.0,179.19,OR,,0.0
3246,MONROE COUNTY SHERIFF DEPARTMENT,248.0,3025404.8300000005,WI,FL: Islamorada,9.0
3247,MONROE COUNTY SHERIFF DEPARTMENT.,32.0,15508.0,IN,,0.0
3248,MONROE POLICE DEPARTMENT,80.0,169311.1699999999,WA,LA: Monroe,2.0
3249,MONROE TOWNSHIP POLICE DEPARTMENT,12.0,1656.0,NJ,,0.0
3250,MONROEVILLE POLICE DEPARTMENT,8.0,4170.0,OH,PA: Monroeville,1.0
3251,MONSON POLICE DEPARTMENT,6.0,1911.0,MA,,0.0
3252,MONTAGUE COUNTY SHERIFF DEPARTMENT,6.0,90590.0,TX,TX: Myra,1.0
3253,MONTCALM COUNTY SHERIFF DEPARTMENT,53.0,42055.11,MI,,0.0
3254,MONTE VISTA POLICE DEPARTMENT,23.0,385674.69,CO,,0.0
3255,MONTELLO POLICE DEPARTMENT,1.0,499.0,WI,,0.0
3256,MONTEREY COUNTY SHERIFF DEPARTMENT,283.0,1549968.6499999997,CA,CA: Big Sur,1.0
3257,MONTEREY PARK POLICE DEPARTMENT,56.0,638347.76,CA,CA: Monterey Park,1.0
3258,MONTEREY POLICE DEPARTMENT,60.0,605852.8500000001,TN,CA: Monterey,1.0
3259,MONTESANO POLICE DEPARTMENT,4.0,13497.0,WA,WA: Montesano,1.0
3260,MONTEVIDEO POLICE DEPARTMENT,3.0,1497.0,MN,,0.0
3261,MONTEZUMA COUNTY SHERIFF DEPARTMENT,14.0,137560.0,CO,CO: Pleasant View,2.0
